date,region,indicator_name,indicator_value,frequency,unit,source_name,source_url,note
2021-12-31,四川省,CPI_同比,99.9,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-01-31,四川省,工业增加值_同比增速,8.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-01-31,四川省,固定资产投资_同比增速,5.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-01-31,四川省,社会消费品零售总额_同比增速,6.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-01-31,四川省,CPI_同比,101.7,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-02-28,四川省,工业增加值_同比增速,4.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-02-28,四川省,固定资产投资_同比增速,6.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-02-28,四川省,社会消费品零售总额_同比增速,8.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-02-28,四川省,CPI_同比,99.9,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-03-31,四川省,工业增加值_同比增速,7.7,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-03-31,四川省,固定资产投资_同比增速,2.5,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-03-31,四川省,社会消费品零售总额_同比增速,8.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-03-31,四川省,CPI_同比,100.1,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-04-30,四川省,工业增加值_同比增速,6.0,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-04-30,四川省,固定资产投资_同比增速,7.1,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-04-30,四川省,社会消费品零售总额_同比增速,5.6,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-04-30,四川省,CPI_同比,98.6,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-05-31,四川省,工业增加值_同比增速,3.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-05-31,四川省,固定资产投资_同比增速,6.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-05-31,四川省,社会消费品零售总额_同比增速,4.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-05-31,四川省,CPI_同比,102.4,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-06-30,四川省,工业增加值_同比增速,2.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-06-30,四川省,固定资产投资_同比增速,8.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-06-30,四川省,社会消费品零售总额_同比增速,7.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-06-30,四川省,CPI_同比,100.2,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-07-31,四川省,工业增加值_同比增速,5.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-07-31,四川省,固定资产投资_同比增速,5.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-07-31,四川省,社会消费品零售总额_同比增速,6.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-07-31,四川省,CPI_同比,101.6,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-08-31,四川省,工业增加值_同比增速,7.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-08-31,四川省,固定资产投资_同比增速,5.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-08-31,四川省,社会消费品零售总额_同比增速,6.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-08-31,四川省,CPI_同比,100.2,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-09-30,四川省,工业增加值_同比增速,7.6,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-09-30,四川省,固定资产投资_同比增速,1.6,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-09-30,四川省,社会消费品零售总额_同比增速,4.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-09-30,四川省,CPI_同比,101.2,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-10-31,四川省,工业增加值_同比增速,7.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-10-31,四川省,固定资产投资_同比增速,4.6,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-10-31,四川省,社会消费品零售总额_同比增速,7.0,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-10-31,四川省,CPI_同比,100.7,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-11-30,四川省,工业增加值_同比增速,5.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-11-30,四川省,固定资产投资_同比增速,3.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-11-30,四川省,社会消费品零售总额_同比增速,7.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-11-30,四川省,CPI_同比,99.1,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2022-12-31,四川省,工业增加值_同比增速,7.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2022-12-31,四川省,固定资产投资_同比增速,1.6,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2022-12-31,四川省,社会消费品零售总额_同比增速,9.1,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2022-12-31,四川省,CPI_同比,100.9,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-01-31,四川省,工业增加值_同比增速,7.5,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-01-31,四川省,固定资产投资_同比增速,7.0,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-01-31,四川省,社会消费品零售总额_同比增速,10.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-01-31,四川省,CPI_同比,101.5,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-02-28,四川省,工业增加值_同比增速,3.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-02-28,四川省,固定资产投资_同比增速,2.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-02-28,四川省,社会消费品零售总额_同比增速,5.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-02-28,四川省,CPI_同比,100.3,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-03-31,四川省,工业增加值_同比增速,8.0,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-03-31,四川省,固定资产投资_同比增速,3.5,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-03-31,四川省,社会消费品零售总额_同比增速,7.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-03-31,四川省,CPI_同比,99.4,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-04-30,四川省,工业增加值_同比增速,5.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-04-30,四川省,固定资产投资_同比增速,2.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-04-30,四川省,社会消费品零售总额_同比增速,5.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-04-30,四川省,CPI_同比,98.7,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-05-31,四川省,工业增加值_同比增速,5.0,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-05-31,四川省,固定资产投资_同比增速,7.1,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-05-31,四川省,社会消费品零售总额_同比增速,5.1,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-05-31,四川省,CPI_同比,103.5,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-06-30,四川省,工业增加值_同比增速,8.0,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-06-30,四川省,固定资产投资_同比增速,5.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-06-30,四川省,社会消费品零售总额_同比增速,5.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-06-30,四川省,CPI_同比,101.1,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-07-31,四川省,工业增加值_同比增速,5.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-07-31,四川省,固定资产投资_同比增速,5.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-07-31,四川省,社会消费品零售总额_同比增速,12.1,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-07-31,四川省,CPI_同比,100.2,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-08-31,四川省,工业增加值_同比增速,9.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-08-31,四川省,固定资产投资_同比增速,3.6,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-08-31,四川省,社会消费品零售总额_同比增速,6.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-08-31,四川省,CPI_同比,102.4,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-09-30,四川省,工业增加值_同比增速,5.7,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-09-30,四川省,固定资产投资_同比增速,8.6,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-09-30,四川省,社会消费品零售总额_同比增速,8.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-09-30,四川省,CPI_同比,99.6,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-10-31,四川省,工业增加值_同比增速,8.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-10-31,四川省,固定资产投资_同比增速,6.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-10-31,四川省,社会消费品零售总额_同比增速,8.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-10-31,四川省,CPI_同比,98.4,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-11-30,四川省,工业增加值_同比增速,5.5,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-11-30,四川省,固定资产投资_同比增速,4.5,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-11-30,四川省,社会消费品零售总额_同比增速,6.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-11-30,四川省,CPI_同比,101.0,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2023-12-31,四川省,工业增加值_同比增速,7.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2023-12-31,四川省,固定资产投资_同比增速,2.3,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2023-12-31,四川省,社会消费品零售总额_同比增速,7.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2023-12-31,四川省,CPI_同比,101.0,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2024-01-31,四川省,工业增加值_同比增速,8.1,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2024-01-31,四川省,固定资产投资_同比增速,7.2,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2024-01-31,四川省,社会消费品零售总额_同比增速,8.7,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2024-01-31,四川省,CPI_同比,100.9,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2024-02-29,四川省,工业增加值_同比增速,6.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2024-02-29,四川省,固定资产投资_同比增速,1.7,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2024-02-29,四川省,社会消费品零售总额_同比增速,7.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2024-02-29,四川省,CPI_同比,100.5,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2024-03-31,四川省,工业增加值_同比增速,7.5,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
2024-03-31,四川省,固定资产投资_同比增速,2.4,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,固定资产投资(不含农户)累计增速
2024-03-31,四川省,社会消费品零售总额_同比增速,4.8,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,累计增速
2024-03-31,四川省,CPI_同比,101.6,monthly,上年同月=100,四川省统计局,https://tjj.sc.gov.cn/,居民消费价格指数
2024-04-30,四川省,工业增加值_同比增速,6.9,monthly,%,四川省统计局,https://tjj.sc.gov.cn/,规模以上工业增加值累计增速
