date,region,indicator_name,indicator_value,frequency,unit,source_name,source_url,note
00:00.0,全国,全社会用电量_同比增速_last,6.2,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_std,4.96,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_min,0.8,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_max,10.7,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_trend,-4.5,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,出口_同比增速_mean,0.73,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,出口_同比增速_last,-7.4,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,出口_同比增速_std,8.81,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,出口_同比增速_min,-7.4,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,出口_同比增速_max,10.1,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,出口_同比增速_trend,-17.5,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_mean,4.33,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_last,2.4,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_std,2.25,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_min,2.4,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_max,6.8,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_trend,-4.4,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_mean,5.03,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_last,3.7,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_std,1.59,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_min,3.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_max,6.8,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_trend,-3.1,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_mean,7.23,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_last,9.7,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_std,2.22,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_min,5.4,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_max,9.7,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_trend,4.3,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,CPI_同比_mean,100.8,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,CPI_同比_last,101.9,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,CPI_同比_std,1.1,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,CPI_同比_min,99.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,CPI_同比_max,101.9,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,CPI_同比_trend,2.2,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_mean,3.97,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_last,3.2,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_std,1.5,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_min,3,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_max,5.7,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_trend,-2.5,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_mean,7.67,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_last,8.5,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_std,1.04,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_min,6.5,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_max,8.5,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_trend,0.5,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_mean,7.97,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_last,8.7,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_std,1.63,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_min,6.1,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_max,9.1,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_trend,-0.4,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,CPI_同比_mean,100.6,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,CPI_同比_last,101.6,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,CPI_同比_std,0.95,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,CPI_同比_min,99.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,CPI_同比_max,101.6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,CPI_同比_trend,1.9,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,M2_同比增速_mean,8.53,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,M2_同比增速_last,8.9,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,M2_同比增速_std,1.29,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,M2_同比增速_min,7.1,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,M2_同比增速_max,9.6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,M2_同比增速_trend,-0.7,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,PPI_同比_mean,97.7,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,PPI_同比_last,99,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,PPI_同比_std,2.08,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,PPI_同比_min,95.3,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,PPI_同比_max,99,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,PPI_同比_trend,0.2,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_mean,3.6,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_last,4.6,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_std,1.4,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_min,2,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_max,4.6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_trend,0.4,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,出口_同比增速_mean,12.3,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,出口_同比增速_last,12.5,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,出口_同比增速_std,6.6,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,出口_同比增速_min,5.6,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,出口_同比增速_max,18.8,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,出口_同比增速_trend,-6.3,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_mean,3.93,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_last,4,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_std,1.2,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_min,2.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_max,5.1,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_trend,-1.1,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_mean,5.2,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_last,5.3,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_std,1.95,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_min,3.2,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_max,7.1,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_trend,2.1,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_mean,4.43,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_last,2.3,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_std,2.1,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_min,2.3,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_max,6.5,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_trend,-2.2,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,CPI_同比_mean,99.83,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,CPI_同比_last,100.5,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,CPI_同比_std,0.91,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,CPI_同比_min,98.8,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,CPI_同比_max,100.5,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,CPI_同比_trend,1.7,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_mean,6.5,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_last,2.7,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_std,3.32,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_min,2.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_max,8.8,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_trend,-6.1,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_mean,6.27,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_last,7.6,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_std,2.48,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_min,3.4,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_max,7.8,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_trend,-0.2,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_mean,8.57,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_last,11.9,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_std,3.21,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_min,5.5,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_max,11.9,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_trend,6.4,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,CPI_同比_mean,100.63,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,CPI_同比_last,101.7,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,CPI_同比_std,1.29,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,CPI_同比_min,99.2,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,CPI_同比_max,101.7,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,CPI_同比_trend,0.7,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,M2_同比增速_mean,9.87,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,M2_同比增速_last,9,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,M2_同比增速_std,0.96,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,M2_同比增速_min,9,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,M2_同比增速_max,10.9,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,M2_同比增速_trend,-1.9,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,PPI_同比_mean,97.8,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,PPI_同比_last,102.6,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,PPI_同比_std,4.7,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,PPI_同比_min,93.2,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,PPI_同比_max,102.6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,PPI_同比_trend,9.4,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_mean,6.3,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_last,7.1,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_std,3.27,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_min,2.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_max,9.1,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_trend,-2,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,出口_同比增速_mean,7.4,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,出口_同比增速_last,16.3,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,出口_同比增速_std,11.51,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,出口_同比增速_min,-5.6,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,出口_同比增速_max,16.3,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,出口_同比增速_trend,4.8,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_mean,5.3,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_last,6,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_std,1.21,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_min,3.9,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_max,6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_trend,2.1,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_mean,5.9,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_last,5.4,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_std,0.44,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_min,5.4,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_max,6.2,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,工业增加值_同比增速_trend,-0.7,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_mean,5.33,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_last,6.9,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_std,1.38,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_min,4.3,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_max,6.9,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,社会消费品零售总额_同比增速_trend,2.6,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,CPI_同比_mean,100.87,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,CPI_同比_last,100.1,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,CPI_同比_std,0.93,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,CPI_同比_min,100.1,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,CPI_同比_max,101.9,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,CPI_同比_trend,-0.5,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_mean,5.47,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_last,4,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_std,1.31,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_min,4,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_max,6.5,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,固定资产投资_同比增速_trend,-2.5,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_mean,7.6,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_last,10.2,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_std,2.42,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_min,5.4,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_max,10.2,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,工业增加值_同比增速_trend,3,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_mean,7.93,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_last,5,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_std,2.9,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_min,5,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_max,10.8,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,四川省,社会消费品零售总额_同比增速_trend,-3,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,CPI_同比_mean,100.1,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,CPI_同比_last,99.7,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,CPI_同比_std,0.36,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,CPI_同比_min,99.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,CPI_同比_max,100.4,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,CPI_同比_trend,-0.7,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,M2_同比增速_mean,9.43,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,M2_同比增速_last,9.5,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,M2_同比增速_std,0.21,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,M2_同比增速_min,9.2,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,M2_同比增速_max,9.6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,M2_同比增速_trend,-0.1,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,PPI_同比_mean,100.93,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,PPI_同比_last,100,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,PPI_同比_std,1.97,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,PPI_同比_min,99.6,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,PPI_同比_max,103.2,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,PPI_同比_trend,-3.2,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_mean,6.6,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_last,4.8,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_std,1.97,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_min,4.8,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_max,8.7,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,全社会用电量_同比增速_trend,-1.5,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,出口_同比增速_mean,-4.33,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,出口_同比增速_last,-7.7,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,出口_同比增速_std,9.7,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,出口_同比增速_min,-11.9,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,出口_同比增速_max,6.6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,出口_同比增速_trend,4.2,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_mean,5.13,quarterly,聚合值,聚合计算,-,mean aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_last,6,quarterly,聚合值,聚合计算,-,last aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_std,1.25,quarterly,聚合值,聚合计算,-,std aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_min,3.7,quarterly,聚合值,聚合计算,-,min aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_max,6,quarterly,聚合值,聚合计算,-,max aggregation from monthly data
00:00.0,全国,固定资产投资_同比增速_trend,0.3,quarterly,聚合值,聚合计算,-,trend aggregation from monthly data
