date,region,indicator_name,indicator_value,frequency,unit,source_name,source_url,note
2010-03-31,全国,社会消费品零售总额_累计值_min,12718.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,全国,社会消费品零售总额_累计值_std,11831.560796868687,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,全国,社会消费品零售总额_累计值_trend,11827.95,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,四川省,房地产开发投资_同比增速_last,43.0,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-03-31,四川省,房地产开发投资_同比增速_max,43.0,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-03-31,四川省,房地产开发投资_同比增速_mean,40.55,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-03-31,四川省,房地产开发投资_同比增速_min,38.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-03-31,四川省,房地产开发投资_同比增速_std,3.464823227814082,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-03-31,四川省,房地产开发投资_同比增速_trend,4.8999999999999915,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-03-31,四川省,房地产开发投资_累计值_last,393.08,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-03-31,四川省,房地产开发投资_累计值_max,393.08,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-03-31,四川省,房地产开发投资_累计值_mean,291.32,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-03-31,四川省,房地产开发投资_累计值_min,189.56,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-03-31,四川省,房地产开发投资_累计值_std,143.91037210708615,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-03-31,四川省,房地产开发投资_累计值_trend,203.51999999999992,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-03-31,四川省,社会消费品零售总额_同比增速_last,18.2,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-03-31,四川省,社会消费品零售总额_同比增速_max,18.3,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-03-31,四川省,社会消费品零售总额_同比增速_mean,18.25,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-03-31,四川省,社会消费品零售总额_同比增速_min,18.2,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-03-31,四川省,社会消费品零售总额_同比增速_std,0.07071067811865576,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-03-31,四川省,社会消费品零售总额_同比增速_trend,-0.10000000000000497,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-03-31,四川省,社会消费品零售总额_累计值_last,1532.69,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,四川省,社会消费品零售总额_累计值_max,1532.69,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,四川省,社会消费品零售总额_累计值_mean,1272.015,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,四川省,社会消费品零售总额_累计值_min,1011.34,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,四川省,社会消费品零售总额_累计值_std,368.65012037160653,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,四川省,社会消费品零售总额_累计值_trend,521.3499999999998,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-03-31,四川省,规模以上工业增加值_同比增速_last,30.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-03-31,四川省,规模以上工业增加值_同比增速_max,32.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-03-31,四川省,规模以上工业增加值_同比增速_mean,31.25,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-03-31,四川省,规模以上工业增加值_同比增速_min,30.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-03-31,四川省,规模以上工业增加值_同比增速_std,1.2020815280171329,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-03-31,四川省,规模以上工业增加值_同比增速_trend,-1.70000000000001,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-06-30,全国,固定资产投资（不含农户）_同比增速_last,25.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-06-30,全国,固定资产投资（不含农户）_同比增速_max,26.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-06-30,全国,固定资产投资（不含农户）_同比增速_mean,25.833333333333332,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-06-30,全国,固定资产投资（不含农户）_同比增速_min,25.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-06-30,全国,固定资产投资（不含农户）_同比增速_std,0.30550504633038983,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-06-30,全国,固定资产投资（不含农户）_同比增速_trend,-0.30000000000000304,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-06-30,全国,工业增加值_同比增速_last,13.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-06-30,全国,工业增加值_同比增速_max,17.8,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-06-30,全国,工业增加值_同比增速_mean,16.0,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-06-30,全国,工业增加值_同比增速_min,13.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-06-30,全国,工业增加值_同比增速_std,2.095232683975697,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-06-30,全国,工业增加值_同比增速_trend,-2.050000000000001,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-06-30,全国,房地产开发投资_累计值_last,19747.12,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,全国,房地产开发投资_累计值_max,19747.12,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,全国,房地产开发投资_累计值_mean,14532.193333333335,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,全国,房地产开发投资_累计值_min,9932.05,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,全国,房地产开发投资_累计值_std,4936.331500865124,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,全国,房地产开发投资_累计值_trend,4907.535,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,全国,社会消费品零售总额_累计值_last,72669.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,全国,社会消费品零售总额_累计值_max,72669.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,全国,社会消费品零售总额_累计值_mean,60297.76666666666,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,全国,社会消费品零售总额_累计值_min,47884.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,全国,社会消费品零售总额_累计值_std,12392.552703270349,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,全国,社会消费品零售总额_累计值_trend,12392.499999999998,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,四川省,房地产开发投资_同比增速_last,43.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-06-30,四川省,房地产开发投资_同比增速_max,43.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-06-30,四川省,房地产开发投资_同比增速_mean,42.9,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-06-30,四川省,房地产开发投资_同比增速_min,42.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-06-30,四川省,房地产开发投资_同比增速_std,0.8000000000000007,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-06-30,四川省,房地产开发投资_同比增速_trend,0.39999999999999875,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-06-30,四川省,房地产开发投资_累计值_last,942.69,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,四川省,房地产开发投资_累计值_max,942.69,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,四川省,房地产开发投资_累计值_mean,728.7466666666668,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,四川省,房地产开发投资_累计值_min,545.61,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,四川省,房地产开发投资_累计值_std,200.32453577466075,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,四川省,房地产开发投资_累计值_trend,198.5399999999999,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-06-30,四川省,社会消费品零售总额_同比增速_last,18.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-06-30,四川省,社会消费品零售总额_同比增速_max,18.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-06-30,四川省,社会消费品零售总额_同比增速_mean,18.466666666666665,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-06-30,四川省,社会消费品零售总额_同比增速_min,18.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-06-30,四川省,社会消费品零售总额_同比增速_std,0.0577350269189634,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-06-30,四川省,社会消费品零售总额_同比增速_trend,0.04999999999999706,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-06-30,四川省,社会消费品零售总额_累计值_last,3143.36,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,四川省,社会消费品零售总额_累计值_max,3143.36,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,四川省,社会消费品零售总额_累计值_mean,2604.4600000000005,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,四川省,社会消费品零售总额_累计值_min,2056.71,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,四川省,社会消费品零售总额_累计值_std,543.3790550803371,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,四川省,社会消费品零售总额_累计值_trend,543.3249999999995,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-06-30,四川省,规模以上工业增加值_同比增速_last,27.6,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-06-30,四川省,规模以上工业增加值_同比增速_max,28.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-06-30,四川省,规模以上工业增加值_同比增速_mean,27.900000000000002,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-06-30,四川省,规模以上工业增加值_同比增速_min,27.6,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-06-30,四川省,规模以上工业增加值_同比增速_std,0.2645751311064588,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-06-30,四川省,规模以上工业增加值_同比增速_trend,-0.2500000000000028,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-09-30,全国,固定资产投资（不含农户）_同比增速_last,24.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-09-30,全国,固定资产投资（不含农户）_同比增速_max,24.9,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-09-30,全国,固定资产投资（不含农户）_同比增速_mean,24.733333333333334,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-09-30,全国,固定资产投资（不含农户）_同比增速_min,24.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-09-30,全国,固定资产投资（不含农户）_同比增速_std,0.20816659994661282,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-09-30,全国,固定资产投资（不含农户）_同比增速_trend,-0.19999999999999776,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-09-30,全国,工业增加值_同比增速_last,13.3,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-09-30,全国,工业增加值_同比增速_max,13.9,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-09-30,全国,工业增加值_同比增速_mean,13.533333333333333,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-09-30,全国,工业增加值_同比增速_min,13.3,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-09-30,全国,工业增加值_同比增速_std,0.3214550253664317,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-09-30,全国,工业增加值_同比增速_trend,-0.05000000000000024,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-09-30,全国,房地产开发投资_累计值_last,33511.25,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,全国,房地产开发投资_累计值_max,33511.25,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,全国,房地产开发投资_累计值_mean,28577.023333333334,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,全国,房地产开发投资_累计值_min,23864.77,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,全国,房地产开发投资_累计值_std,4827.069319797814,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,全国,房地产开发投资_累计值_trend,4823.239999999996,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,全国,社会消费品零售总额_累计值_last,111028.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,全国,社会消费品零售总额_累计值_max,111028.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,全国,社会消费品零售总额_累计值_mean,97814.23333333334,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,全国,社会消费品零售总额_累计值_min,84922.2,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,全国,社会消费品零售总额_累计值_std,13056.132684042903,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,全国,社会消费品零售总额_累计值_trend,13053.149999999989,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,四川省,房地产开发投资_同比增速_last,42.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-09-30,四川省,房地产开发投资_同比增速_max,43.6,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-09-30,四川省,房地产开发投资_同比增速_mean,43.26666666666667,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-09-30,四川省,房地产开发投资_同比增速_min,42.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-09-30,四川省,房地产开发投资_同比增速_std,0.4932882862316236,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-09-30,四川省,房地产开发投资_同比增速_trend,-0.4500000000000085,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
2010-09-30,四川省,房地产开发投资_累计值_last,1531.47,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,四川省,房地产开发投资_累计值_max,1531.47,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,四川省,房地产开发投资_累计值_mean,1321.5533333333333,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,四川省,房地产开发投资_累计值_min,1116.98,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,四川省,房地产开发投资_累计值_std,207.29665562505664,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,四川省,房地产开发投资_累计值_trend,207.24500000000018,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-09-30,四川省,社会消费品零售总额_同比增速_last,18.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-09-30,四川省,社会消费品零售总额_同比增速_max,18.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-09-30,四川省,社会消费品零售总额_同比增速_mean,18.433333333333334,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-09-30,四川省,社会消费品零售总额_同比增速_min,18.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-09-30,四川省,社会消费品零售总额_同比增速_std,0.0577350269189634,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-09-30,四川省,社会消费品零售总额_同比增速_trend,-0.05000000000000103,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_同比增速
2010-09-30,四川省,社会消费品零售总额_累计值_last,4794.98,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,四川省,社会消费品零售总额_累计值_max,4794.98,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,四川省,社会消费品零售总额_累计值_mean,4234.723333333333,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,四川省,社会消费品零售总额_累计值_min,3685.82,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,四川省,社会消费品零售总额_累计值_std,554.6671524737453,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,四川省,社会消费品零售总额_累计值_trend,554.58,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-09-30,四川省,规模以上工业增加值_同比增速_last,24.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-09-30,四川省,规模以上工业增加值_同比增速_max,25.2,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-09-30,四川省,规模以上工业增加值_同比增速_mean,24.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-09-30,四川省,规模以上工业增加值_同比增速_min,24.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-09-30,四川省,规模以上工业增加值_同比增速_std,0.5567764362830011,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-09-30,四川省,规模以上工业增加值_同比增速_trend,-0.550000000000001,quarterly,%,聚合计算,-,quarterly aggregation from monthly 规模以上工业增加值_同比增速
2010-12-31,全国,固定资产投资（不含农户）_同比增速_last,24.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-12-31,全国,固定资产投资（不含农户）_同比增速_max,24.9,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-12-31,全国,固定资产投资（不含农户）_同比增速_mean,24.599999999999998,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-12-31,全国,固定资产投资（不含农户）_同比增速_min,24.4,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-12-31,全国,固定资产投资（不含农户）_同比增速_std,0.2645751311064588,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-12-31,全国,固定资产投资（不含农户）_同比增速_trend,0.04999999999999865,quarterly,%,聚合计算,-,quarterly aggregation from monthly 固定资产投资（不含农户）_同比增速
2010-12-31,全国,工业增加值_同比增速_last,13.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-12-31,全国,工业增加值_同比增速_max,13.5,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-12-31,全国,工业增加值_同比增速_mean,13.299999999999999,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-12-31,全国,工业增加值_同比增速_min,13.1,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-12-31,全国,工业增加值_同比增速_std,0.20000000000000018,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-12-31,全国,工业增加值_同比增速_trend,0.19999999999999857,quarterly,%,聚合计算,-,quarterly aggregation from monthly 工业增加值_同比增速
2010-12-31,全国,房地产开发投资_累计值_last,48267.07,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-12-31,全国,房地产开发投资_累计值_max,48267.07,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-12-31,全国,房地产开发投资_累计值_mean,43011.30666666667,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-12-31,全国,房地产开发投资_累计值_min,38069.52,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-12-31,全国,房地产开发投资_累计值_std,5106.0202223486485,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-12-31,全国,房地产开发投资_累计值_trend,5098.775000000002,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_累计值
2010-12-31,全国,社会消费品零售总额_累计值_last,154553.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-12-31,全国,社会消费品零售总额_累计值_max,154553.7,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-12-31,全国,社会消费品零售总额_累计值_mean,139697.06666666668,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-12-31,全国,社会消费品零售总额_累计值_min,125313.3,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-12-31,全国,社会消费品零售总额_累计值_std,14625.934165151075,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-12-31,全国,社会消费品零售总额_累计值_trend,14620.200000000004,quarterly,%,聚合计算,-,quarterly aggregation from monthly 社会消费品零售总额_累计值
2010-12-31,四川省,房地产开发投资_同比增速_last,38.2,quarterly,%,聚合计算,-,quarterly aggregation from monthly 房地产开发投资_同比增速
