date,region,indicator_name,indicator_value,frequency,unit,source_name,source_url,note
2020/3/31,全国,工业增加值_同比增速,3.7,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/3/31,全国,固定资产投资_同比增速,2.4,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/3/31,全国,社会消费品零售总额_同比增速,9.7,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/3/31,全国,M2_同比增速,9.7,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/3/31,全国,全社会用电量_同比增速,6.2,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/3/31,全国,出口_同比增速,-7.4,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/4/30,全国,CPI_同比,99.7,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/4/30,全国,PPI_同比,98.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/4/30,全国,工业增加值_同比增速,3.2,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/4/30,全国,固定资产投资_同比增速,5.1,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/4/30,全国,社会消费品零售总额_同比增速,4.5,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/4/30,全国,M2_同比增速,9.6,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/4/30,全国,全社会用电量_同比增速,4.2,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/4/30,全国,出口_同比增速,18.8,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/5/31,全国,CPI_同比,100.5,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/5/31,全国,PPI_同比,95.3,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/5/31,全国,工业增加值_同比增速,7.1,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/5/31,全国,固定资产投资_同比增速,2.7,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/5/31,全国,社会消费品零售总额_同比增速,6.5,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/5/31,全国,M2_同比增速,7.1,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/5/31,全国,全社会用电量_同比增速,2,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/5/31,全国,出口_同比增速,5.6,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/6/30,全国,CPI_同比,101.6,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/6/30,全国,PPI_同比,99,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/6/30,全国,工业增加值_同比增速,5.3,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/6/30,全国,固定资产投资_同比增速,4,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/6/30,全国,社会消费品零售总额_同比增速,2.3,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/6/30,全国,M2_同比增速,8.9,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/6/30,全国,全社会用电量_同比增速,4.6,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/6/30,全国,出口_同比增速,12.5,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/7/31,全国,CPI_同比,101,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/7/31,全国,PPI_同比,93.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/7/31,全国,工业增加值_同比增速,6.1,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/7/31,全国,固定资产投资_同比增速,3.9,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/7/31,全国,社会消费品零售总额_同比增速,4.3,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/7/31,全国,M2_同比增速,10.9,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/7/31,全国,全社会用电量_同比增速,9.1,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/7/31,全国,出口_同比增速,11.5,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/8/31,全国,CPI_同比,99.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/8/31,全国,PPI_同比,97.6,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/8/31,全国,工业增加值_同比增速,6.2,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/8/31,全国,固定资产投资_同比增速,6,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/8/31,全国,社会消费品零售总额_同比增速,4.8,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/8/31,全国,M2_同比增速,9.7,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/8/31,全国,全社会用电量_同比增速,2.7,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/8/31,全国,出口_同比增速,-5.6,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/9/30,全国,CPI_同比,101.7,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/9/30,全国,PPI_同比,102.6,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/9/30,全国,工业增加值_同比增速,5.4,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/9/30,全国,固定资产投资_同比增速,6,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/9/30,全国,社会消费品零售总额_同比增速,6.9,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/9/30,全国,M2_同比增速,9,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/9/30,全国,全社会用电量_同比增速,7.1,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/9/30,全国,出口_同比增速,16.3,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/10/31,全国,CPI_同比,100.4,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/10/31,全国,PPI_同比,103.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/10/31,全国,工业增加值_同比增速,0.3,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/10/31,全国,固定资产投资_同比增速,5.7,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/10/31,全国,社会消费品零售总额_同比增速,6.2,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/10/31,全国,M2_同比增速,9.6,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/10/31,全国,全社会用电量_同比增速,6.3,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/10/31,全国,出口_同比增速,-11.9,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/11/30,全国,CPI_同比,100.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/11/30,全国,PPI_同比,99.6,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/11/30,全国,工业增加值_同比增速,8.5,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/11/30,全国,固定资产投资_同比增速,3.7,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/11/30,全国,社会消费品零售总额_同比增速,4,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/11/30,全国,M2_同比增速,9.2,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/11/30,全国,全社会用电量_同比增速,8.7,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/11/30,全国,出口_同比增速,6.6,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2020/12/31,全国,CPI_同比,99.7,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2020/12/31,全国,PPI_同比,100,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2020/12/31,全国,工业增加值_同比增速,5.7,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2020/12/31,全国,固定资产投资_同比增速,6,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2020/12/31,全国,社会消费品零售总额_同比增速,4.2,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2020/12/31,全国,M2_同比增速,9.5,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2020/12/31,全国,全社会用电量_同比增速,4.8,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2020/12/31,全国,出口_同比增速,-7.7,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/1/31,全国,CPI_同比,100.9,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/1/31,全国,PPI_同比,99.3,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/1/31,全国,工业增加值_同比增速,5.5,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/1/31,全国,固定资产投资_同比增速,4.1,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/1/31,全国,社会消费品零售总额_同比增速,2.5,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/1/31,全国,M2_同比增速,9.4,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/1/31,全国,全社会用电量_同比增速,5,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/1/31,全国,出口_同比增速,-2.4,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/2/28,全国,CPI_同比,100.3,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/2/28,全国,PPI_同比,99.7,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/2/28,全国,工业增加值_同比增速,9.3,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/2/28,全国,固定资产投资_同比增速,4.8,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/2/28,全国,社会消费品零售总额_同比增速,6.6,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/2/28,全国,M2_同比增速,9.9,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/2/28,全国,全社会用电量_同比增速,0.2,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/2/28,全国,出口_同比增速,3.8,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/3/31,全国,CPI_同比,100.6,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/3/31,全国,PPI_同比,105.9,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/3/31,全国,工业增加值_同比增速,5.1,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/3/31,全国,固定资产投资_同比增速,5,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/3/31,全国,社会消费品零售总额_同比增速,5.9,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/3/31,全国,M2_同比增速,8.2,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/3/31,全国,全社会用电量_同比增速,9.4,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/3/31,全国,出口_同比增速,10,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/4/30,全国,CPI_同比,101.7,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/4/30,全国,PPI_同比,95.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/4/30,全国,工业增加值_同比增速,8.3,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/4/30,全国,固定资产投资_同比增速,2.4,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/4/30,全国,社会消费品零售总额_同比增速,7.5,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/4/30,全国,M2_同比增速,13.3,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/4/30,全国,全社会用电量_同比增速,3,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/4/30,全国,出口_同比增速,-0.5,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/5/31,全国,CPI_同比,100.6,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/5/31,全国,PPI_同比,97,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/5/31,全国,工业增加值_同比增速,2.4,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/5/31,全国,固定资产投资_同比增速,4.6,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/5/31,全国,社会消费品零售总额_同比增速,3.3,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/5/31,全国,M2_同比增速,10.7,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/5/31,全国,全社会用电量_同比增速,3.2,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/5/31,全国,出口_同比增速,16.4,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/6/30,全国,CPI_同比,99.3,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/6/30,全国,PPI_同比,97.5,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/6/30,全国,工业增加值_同比增速,7.1,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/6/30,全国,固定资产投资_同比增速,2.7,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/6/30,全国,社会消费品零售总额_同比增速,6.6,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/6/30,全国,M2_同比增速,12,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/6/30,全国,全社会用电量_同比增速,1.2,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/6/30,全国,出口_同比增速,5.5,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/7/31,全国,CPI_同比,100.9,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/7/31,全国,PPI_同比,100.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/7/31,全国,工业增加值_同比增速,3,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/7/31,全国,固定资产投资_同比增速,2.5,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/7/31,全国,社会消费品零售总额_同比增速,7.3,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/7/31,全国,M2_同比增速,10.4,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/7/31,全国,全社会用电量_同比增速,6.8,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/7/31,全国,出口_同比增速,6.8,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/8/31,全国,CPI_同比,99.5,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/8/31,全国,PPI_同比,99.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/8/31,全国,工业增加值_同比增速,6.1,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/8/31,全国,固定资产投资_同比增速,3.4,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/8/31,全国,社会消费品零售总额_同比增速,10.7,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/8/31,全国,M2_同比增速,10.7,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/8/31,全国,全社会用电量_同比增速,2.4,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/8/31,全国,出口_同比增速,9.3,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/9/30,全国,CPI_同比,99,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/9/30,全国,PPI_同比,100.9,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/9/30,全国,工业增加值_同比增速,7.8,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/9/30,全国,固定资产投资_同比增速,3.3,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/9/30,全国,社会消费品零售总额_同比增速,8.4,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/9/30,全国,M2_同比增速,10.6,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/9/30,全国,全社会用电量_同比增速,8.5,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/9/30,全国,出口_同比增速,19.2,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/10/31,全国,CPI_同比,100.1,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/10/31,全国,PPI_同比,96.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/10/31,全国,工业增加值_同比增速,3.7,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/10/31,全国,固定资产投资_同比增速,3.3,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/10/31,全国,社会消费品零售总额_同比增速,5.8,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/10/31,全国,M2_同比增速,10.5,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/10/31,全国,全社会用电量_同比增速,6.8,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/10/31,全国,出口_同比增速,10.6,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/11/30,全国,CPI_同比,100.5,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/11/30,全国,PPI_同比,102.9,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/11/30,全国,工业增加值_同比增速,5,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/11/30,全国,固定资产投资_同比增速,8.6,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/11/30,全国,社会消费品零售总额_同比增速,7.6,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/11/30,全国,M2_同比增速,8.7,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/11/30,全国,全社会用电量_同比增速,2.8,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/11/30,全国,出口_同比增速,7.9,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2021/12/31,全国,CPI_同比,100.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2021/12/31,全国,PPI_同比,100.6,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2021/12/31,全国,工业增加值_同比增速,6.4,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2021/12/31,全国,固定资产投资_同比增速,4.4,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2021/12/31,全国,社会消费品零售总额_同比增速,3.9,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2021/12/31,全国,M2_同比增速,7.7,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2021/12/31,全国,全社会用电量_同比增速,4.7,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2021/12/31,全国,出口_同比增速,10.9,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2022/1/31,全国,CPI_同比,100.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2022/1/31,全国,PPI_同比,94.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2022/1/31,全国,工业增加值_同比增速,5.8,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2022/1/31,全国,固定资产投资_同比增速,5.1,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2022/1/31,全国,社会消费品零售总额_同比增速,3.8,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2022/1/31,全国,M2_同比增速,10.2,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2022/1/31,全国,全社会用电量_同比增速,6.2,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2022/1/31,全国,出口_同比增速,-5.1,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2022/2/28,全国,CPI_同比,101,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2022/2/28,全国,PPI_同比,100.2,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2022/2/28,全国,工业增加值_同比增速,7.7,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2022/2/28,全国,固定资产投资_同比增速,6.1,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2022/2/28,全国,社会消费品零售总额_同比增速,2.6,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2022/2/28,全国,M2_同比增速,8.6,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2022/2/28,全国,全社会用电量_同比增速,7.5,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2022/2/28,全国,出口_同比增速,8.1,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2022/3/31,全国,CPI_同比,101.3,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2022/3/31,全国,PPI_同比,110.1,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2022/3/31,全国,工业增加值_同比增速,6.6,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2022/3/31,全国,固定资产投资_同比增速,6.2,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2022/3/31,全国,社会消费品零售总额_同比增速,8.4,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2022/3/31,全国,M2_同比增速,11,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2022/3/31,全国,全社会用电量_同比增速,5.1,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2022/3/31,全国,出口_同比增速,10.1,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2022/4/30,全国,CPI_同比,99.3,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2022/4/30,全国,PPI_同比,97.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
2022/4/30,全国,工业增加值_同比增速,4.5,monthly,%,国家统计局,https://data.stats.gov.cn/,规模以上工业增加值累计增速
2022/4/30,全国,固定资产投资_同比增速,4.6,monthly,%,国家统计局,https://data.stats.gov.cn/,固定资产投资(不含农户)累计增速
2022/4/30,全国,社会消费品零售总额_同比增速,11.8,monthly,%,国家统计局,https://data.stats.gov.cn/,累计增速
2022/4/30,全国,M2_同比增速,7.2,monthly,%,中国人民银行,http://www.pbc.gov.cn/,广义货币供应量增速
2022/4/30,全国,全社会用电量_同比增速,8.1,monthly,%,国家能源局,https://www.nea.gov.cn/,累计增速
2022/4/30,全国,出口_同比增速,-8.9,monthly,%,海关总署,http://www.customs.gov.cn/,人民币计价累计增速
2022/5/31,全国,CPI_同比,99.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,居民消费价格指数
2022/5/31,全国,PPI_同比,101.8,monthly,上年同月=100,国家统计局,https://data.stats.gov.cn/,工业生产者出厂价格指数
